Nome, X, Y, Tipo
L_4, 11.938328902449415, 8.13326894716382, Nenhum
M_4, 11.919889185780434, 7.142244373715856, Nenhum
N_4, 11.770791954785599, 7.133961194216143, Nenhum
O_4, 11.774933544535456, 6.964156014472021, Nenhum
P_4, 11.667252211039186, 6.968297604221878, Nenhum
Q_4, 11.666508377846858, 6.329703033922479, Nenhum
R_4, 11.51590511421571, 6.322356533257546, Nenhum
S_4, 11.51957836454818, 2.050366396598329, Nenhum
T_4, 11.335915847924829, 2.039346645600928, Nenhum
U_4, 11.306529845265093, 3.1449949956735197, Nenhum
V_4, 11.020016319332669, 3.152341496338454, Nenhum
W_4, 11.020016319332669, 4.06330757879029, Nenhum
Z_4, 10.472702019795086, 4.055961078125357, Nenhum
A_5, 10.45800901846522, 3.108262492348849, Nenhum
B_5, 10.410256764143147, 3.108262492348849, Nenhum
C_5, 10.4, 5.0, Nenhum
D_5, 10.046604981228912, 5.580359966099196, Nenhum
E_5, 9.304608414070582, 5.591379717096598, Nenhum
F_5, 9.55071618634587, 5.2056884321875545, Nenhum
G_5, 9.352360668392652, 5.19834193152262, Nenhum
H_5, 9.359707169057584, 2.46544368416711, Nenhum
I_5, 9.124619147779697, 2.4691169344995774, Nenhum
J_5, 9.117272647114763, 3.0494904870293764, Nenhum
K_5, 8.867491624507007, 3.0605102380267777, Nenhum
L_5, 8.867491624507007, 3.552725782577367, Nenhum
M_5, 8.676482607218723, 3.556399032909834, Nenhum
N_5, 8.680155857551167, 1.6683483620217527, Nenhum
O_5, 8.580978098574555, 1.6683483620217527, Nenhum
P_5, 8.569958347577154, 2.344226423195696, Nenhum
Q_5, 8.382622580621339, 2.917253475060561, Nenhum
R_5, 8.323850575301872, 5.988090753003041, Nenhum
S_5, 8.090408115137981, 5.999571237849819, Nenhum
T_5, 8.07544085362245, 6.565832631854091, Nenhum
U_5, 8.005593633216638, 6.570821719025935, Nenhum
V_5, 8.0, 6.0, Nenhum
W_5, 7.865899192405015, 5.994582150677975, Nenhum
Z_5, 7.855990586296496, 4.614576325678812, Nenhum
A_6, 7.703034492902074, 4.61075242334395, Nenhum
B_6, 7.355059380429754, 3.4444622112114174, Nenhum
C_6, 7.255637919723377, 3.5209402579086326, Nenhum
D_6, 7.0, 3.2, Nenhum
E_6, 6.9726691469437005, 1.7122344535194913, Nenhum
F_6, 6.8503042722281595, 1.716058355854352, Nenhum
G_6, 6.842656467558438, 2.021970542643213, Nenhum
H_6, 6.727939397512618, 2.350826143441239, Nenhum
I_6, 6.601750620462216, 2.350826143441239, Nenhum
J_6, 6.601750620462252, 7.696641607576595, Nenhum
K_6, 6.36849257803575, 7.738704533260063, Nenhum
L_6, 6.353196968696307, 7.406025030127176, Nenhum
M_6, 5.726076985779153, 6.947156749943884, Nenhum
N_6, 5.726076985779153, 7.111584550342897, Nenhum
O_6, 5.04159846783909, 7.119232355012619, Nenhum
P_6, 5.0301267608345075, 6.840087484567782, Nenhum
Q_6, 4.800692620742867, 6.836263582232921, Nenhum
R_6, 4.800692620742867, 2.5687885765283043, Nenhum
S_6, 4.475660922279707, 2.5879080882026084, Nenhum
T_6, 4.475660922279707, 2.1863983430422276, Nenhum
U_6, 4.074151177119335, 2.178750538372506, Nenhum
V_6, 4.058855567779892, 1.383378852721467, Nenhum
W_6, 3.798830209009365, 1.6663476255011638, Nenhum
Z_6, 3.6076350922663307, 1.6739954301708855, Nenhum
A_7, 3.591732566825283, 3.1324768650950547, Nenhum
B_7, 3.314896573514574, 3.3954710587402333, Nenhum
C_7, 2.7104713214528595, 3.3954710587402333, Nenhum
D_7, 2.5120721929135184, 3.755357850044162, Nenhum
E_7, 2.202938667049893, 3.7738135829315427, Nenhum
F_7, 1.9214887405173393, 3.3585595929654715, Nenhum
G_7, 1.9214887405173389, 2.094341890179877, Nenhum
H_7, 1.6400388139847848, 2.098955823401722, Nenhum
I_7, 1.6308109475410946, 3.017128534548924, Nenhum
J_7, 1.4508675518891339, 3.0309703342144596, Nenhum
K_7, 1.2709241562371731, 3.3954710587402333, Nenhum
L_7, 0.30661211287153717, 3.5938701872795784, Nenhum
M_7, 0.30661211287153717, 3.1278629318732096, Nenhum
N_7, 0.00042403828644802823, 3.1319229890523266, Nenhum
